0,0,0,0,0,342,0,0
0,0,0,0,0,336,0,0
0,0,0,0,0,346,0,0
0,0,0,0,0,327,0,0
0,0,0,0,0,325,0,0
0,0,0,0,3790,624,3008,0
0,0,0,0,3772,3843,3803,3474
0,0,0,0,0,336,0,0
0,0,0,0,0,340,0,0
2816,3233,3253,3120,0,0,0,0
0,0,0,0,0,336,0,0
0,0,0,0,0,344,0,0
0,0,0,0,3827,3883,3726,3789
0,0,0,405,0,347,0,0
3280,3643,3629,3498,0,0,0,0
0,0,0,0,0,412,2143,0
0,0,0,0,3802,3867,3632,3803
0,0,0,0,0,337,0,0
0,0,0,0,0,336,0,0
57,1357,3806,3135,0,172,0,0
2745,3843,3856,3738,0,0,0,0
0,0,0,0,0,322,0,0
0,0,0,0,2071,595,2254,0
0,0,0,0,3775,3792,2916,3793
0,0,3343,2298,0,278,0,0
3239,3924,3922,3801,0,0,0,0
0,0,0,0,0,438,2423,0
0,0,0,0,3791,3853,3534,3788
0,0,0,0,0,342,0,0
0,0,0,0,0,343,0,0
0,0,0,0,3763,3795,3695,3672
0,0,3473,2828,0,297,0,0
203,3491,3984,3696,0,0,0,0
174,2905,3773,3012,0,0,0,0
0,0,0,0,0,337,0,0
0,0,0,0,0,336,0,0
0,0,0,0,0,341,0,0
0,0,0,0,0,327,0,0
0,0,0,0,0,336,0,0
0,0,0,0,0,465,2981,3786
0,0,0,0,3795,3901,3843,3797
193,3475,3740,3385,0,0,0,0
2891,3677,3686,3457,0,0,0,0
0,0,0,0,0,336,0,0
0,0,0,0,3807,3876,3823,3713
0,0,0,0,0,341,0,0
0,0,0,0,0,336,0,0
0,0,3893,3232,336,335,0,0
204,3677,3999,3688,0,0,0,0
3186,3917,3919,3856,0,0,0,0
0,0,0,0,3818,3613,2538,3815
2675,3894,3906,3817,0,0,0,0
0,0,0,0,0,336,0,0
0,0,0,0,0,337,0,0
0,0,0,0,0,325,0,0
0,0,0,0,0,326,0,0
0,0,0,0,0,323,0,0
0,0,0,0,0,336,0,0
0,0,0,0,0,336,0,0
0,0,0,0,0,340,0,0
0,0,0,0,0,337,0,0
0,0,0,0,0,336,0,0
0,0,0,0,0,336,0,0
0,0,0,0,0,336,0,0
0,0,0,0,2778,475,0,0
0,0,0,0,3856,3838,2555,3787
0,0,0,0,0,331,0,0
0,0,0,0,0,327,0,0
0,0,0,0,0,332,0,0
0,0,0,0,0,334,0,0
0,0,0,0,0,335,0,0
0,0,0,0,0,336,0,0
0,0,0,0,0,334,0,0
0,0,0,0,0,335,0,0
0,0,0,0,0,331,0,0
0,0,0,0,0,323,0,0
0,0,0,0,0,335,0,0
0,0,0,0,0,336,0,0
0,0,0,0,0,336,0,0
0,0,0,0,0,333,0,0
0,0,0,0,0,335,0,0
0,0,0,0,0,315,0,0
0,0,0,0,0,314,0,0
0,0,0,0,0,317,0,0
0,0,0,0,0,318,0,0
0,0,0,0,0,321,0,0
0,0,0,0,0,314,0,0
0,0,0,0,0,335,0,0
0,0,0,0,0,325,0,0
0,0,0,0,0,331,0,0
0,0,0,0,0,334,0,0
0,0,0,0,0,334,0,0
0,0,0,0,0,334,0,0
0,0,0,0,0,335,0,0
0,0,0,0,0,327,0,0
0,0,0,0,0,334,0,0
0,0,0,0,0,327,0,0
0,0,0,0,0,332,0,0
0,0,0,0,0,335,0,0
0,0,0,0,0,326,0,0
0,0,0,0,0,336,0,0
0,0,0,0,0,324,0,0
0,0,0,0,0,329,0,0
0,0,0,0,0,333,0,0
0,0,0,0,0,326,0,0
0,0,0,0,0,336,0,0
0,0,0,0,0,336,0,0
0,0,0,0,0,331,0,0
0,0,0,0,0,336,0,0
0,0,0,0,0,322,0,0
0,0,0,0,0,336,0,0
0,0,0,0,0,343,0,0
0,0,0,0,0,341,0,0
0,0,0,0,0,334,0,0
0,0,0,0,0,322,0,0
0,0,0,0,0,334,0,0
0,0,0,0,0,335,0,0
0,0,0,0,0,333,0,0
0,0,0,0,0,336,0,0
0,0,0,0,0,339,0,0
0,0,0,0,0,337,0,0
0,0,0,0,0,335,0,0
0,0,0,0,0,331,0,0
